"919FEC04-D2C1-9A90-E053-6C04A8C0A300","180000","2019-07-31","W5 1AT","F","N","L","","89","GARRICK CLOSE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/919FEC04-D2C1-9A90-E053-6C04A8C0A300/current"
"B0A9D11B-9E7A-4C1F-E053-6C04A8C0D716","960000","2020-08-25","W5 1BE","T","N","F","","49","BRENTHAM WAY","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/B0A9D11B-9E7A-4C1F-E053-6C04A8C0D716/current"
"EA3278AA-3D44-2676-E053-6B04A8C015F8","770000","2022-07-27","W5 1BG","T","N","F","","74","FOWLERS WALK","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/EA3278AA-3D44-2676-E053-6B04A8C015F8/current"
"B82222ED-14BF-6691-E053-6B04A8C02FB2","270100","2020-10-23","W5 1EX","F","N","L","FLAT 16","WELLINGTON HOUSE","WESTERN AVENUE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/B82222ED-14BF-6691-E053-6B04A8C02FB2/current"
"AE4D86D3-C0F2-4619-E053-6C04A8C03CD0","660000","2020-07-17","W5 1HH","F","N","L","FLAT 4","MINSTER COURT, 28","HILLCREST ROAD","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/AE4D86D3-C0F2-4619-E053-6C04A8C03CD0/current"
"CD5A9DCB-791B-310A-E053-6C04A8C00A1F","2200000","2021-06-28","W5 1HR","T","N","F","","12","QUEENSGATE TERRACE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/CD5A9DCB-791B-310A-E053-6C04A8C00A1F/current"
"F5E8B081-895F-3A13-E053-6C04A8C060B7","1800000","2022-12-20","W5 1JZ","D","N","F","","4","BIRKDALE ROAD","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/F5E8B081-895F-3A13-E053-6C04A8C060B7/current"
"BA558B32-D237-76EF-E053-6B04A8C0B4B7","990000","2020-11-20","W5 1LS","T","N","F","","164","MEADVALE ROAD","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/BA558B32-D237-76EF-E053-6B04A8C0B4B7/current"
"C3C3F9B5-4EA6-362B-E053-6B04A8C03ACC","480000","2021-04-28","W5 1PR","F","N","L","22","MOUNT VIEW","MOUNT AVENUE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/C3C3F9B5-4EA6-362B-E053-6B04A8C03ACC/current"
"B5755FFE-AF0C-7D01-E053-6C04A8C036B6","400000","2020-02-26","W5 1QA","O","N","L","FLAT 9","JUNIPER HOUSE","MOUNT AVENUE","","LONDON","EALING","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/B5755FFE-AF0C-7D01-E053-6C04A8C036B6/current"
